dataset,method,seed,n_samples,n_context,n_behavior,anomaly_rate,auroc,auprc,p_at_k,runtime_sec,timestamp
adult_shift,DIF_concat,1011,30162,5,4,0.0500,0.968045,0.547727,0.270000,2.983,2026-01-31T03:11:13.194638
adult_shift,LOF,1011,30162,5,4,0.0500,0.708798,0.136052,0.310000,5.412,2026-01-31T03:11:18.622470
adult_shift,QCAD,1011,30162,5,4,0.0500,0.992783,0.935386,1.000000,3.265,2026-01-31T03:11:21.900738
adult_shift,ROCOD,1011,30162,5,4,0.0500,0.942467,0.344085,0.100000,2.513,2026-01-31T03:11:24.427977
adult_shift,PNKDIF,1011,30162,5,4,0.0500,0.987071,0.658877,0.280000,4.750,2026-01-31T03:11:29.194695
adult_shift,PNKDIF_uniform,1011,30162,5,4,0.0500,0.989129,0.711672,0.530000,4.541,2026-01-31T03:11:33.751017
adult_shift,PNKDIF_noMLP,1011,30162,5,4,0.0500,0.996487,0.945416,1.000000,2.764,2026-01-31T03:11:36.528795
adult_swap,IF,42,30162,5,4,0.0500,0.502261,0.050572,0.030000,0.288,2026-01-31T03:11:40.495815
adult_swap,IF_concat,42,30162,5,4,0.0500,0.499960,0.050581,0.020000,0.283,2026-01-31T03:11:40.793293
adult_swap,DIF,42,30162,5,4,0.0500,0.501716,0.050391,0.000000,2.266,2026-01-31T03:11:43.075481
adult_swap,DIF_concat,42,30162,5,4,0.0500,0.503057,0.049894,0.010000,2.411,2026-01-31T03:11:45.503090
adult_swap,LOF,42,30162,5,4,0.0500,0.554757,0.060185,0.050000,8.050,2026-01-31T03:11:53.565720
adult_swap,QCAD,42,30162,5,4,0.0500,0.538412,0.062063,0.150000,3.340,2026-01-31T03:11:56.917479
adult_swap,ROCOD,42,30162,5,4,0.0500,0.526478,0.053375,0.020000,2.798,2026-01-31T03:11:59.731445
adult_swap,PNKDIF,42,30162,5,4,0.0500,0.557910,0.064626,0.100000,5.197,2026-01-31T03:12:04.944629
adult_swap,PNKDIF_uniform,42,30162,5,4,0.0500,0.559238,0.064329,0.100000,6.695,2026-01-31T03:12:11.657243
adult_swap,PNKDIF_noMLP,42,30162,5,4,0.0500,0.546504,0.063032,0.120000,4.570,2026-01-31T03:12:16.245505
adult_swap,IF,123,30162,5,4,0.0500,0.488598,0.047737,0.050000,0.349,2026-01-31T03:12:16.898936
adult_swap,IF_concat,123,30162,5,4,0.0500,0.488652,0.048120,0.050000,0.304,2026-01-31T03:12:17.221040
adult_swap,DIF,123,30162,5,4,0.0500,0.490805,0.047723,0.040000,2.774,2026-01-31T03:12:20.012730
adult_swap,DIF_concat,123,30162,5,4,0.0500,0.496392,0.047925,0.010000,2.588,2026-01-31T03:12:22.614251
adult_swap,LOF,123,30162,5,4,0.0500,0.543446,0.060118,0.060000,3.935,2026-01-31T03:12:26.562883
adult_swap,QCAD,123,30162,5,4,0.0500,0.536295,0.061664,0.140000,2.984,2026-01-31T03:12:29.558069
adult_swap,ROCOD,123,30162,5,4,0.0500,0.513325,0.050924,0.050000,2.408,2026-01-31T03:12:31.979264
adult_swap,PNKDIF,123,30162,5,4,0.0500,0.551303,0.062574,0.130000,4.559,2026-01-31T03:12:36.553460
adult_swap,PNKDIF_uniform,123,30162,5,4,0.0500,0.548493,0.062596,0.140000,4.696,2026-01-31T03:12:41.263885
adult_swap,PNKDIF_noMLP,123,30162,5,4,0.0500,0.542106,0.061003,0.150000,2.742,2026-01-31T03:12:44.019597
adult_swap,IF,456,30162,5,4,0.0500,0.509630,0.051899,0.060000,0.298,2026-01-31T03:12:44.575706
adult_swap,IF_concat,456,30162,5,4,0.0500,0.517089,0.054297,0.090000,0.276,2026-01-31T03:12:44.864989
adult_swap,DIF,456,30162,5,4,0.0500,0.507994,0.051953,0.080000,2.197,2026-01-31T03:12:47.077832
adult_swap,DIF_concat,456,30162,5,4,0.0500,0.518284,0.053144,0.060000,2.160,2026-01-31T03:12:49.252160
adult_swap,LOF,456,30162,5,4,0.0500,0.564162,0.064745,0.050000,4.101,2026-01-31T03:12:53.367151
adult_swap,QCAD,456,30162,5,4,0.0500,0.552574,0.066965,0.240000,3.046,2026-01-31T03:12:56.424746
adult_swap,ROCOD,456,30162,5,4,0.0500,0.534956,0.055260,0.080000,2.412,2026-01-31T03:12:58.849332
adult_swap,PNKDIF,456,30162,5,4,0.0500,0.565472,0.070519,0.210000,4.445,2026-01-31T03:13:03.309294
adult_swap,PNKDIF_uniform,456,30162,5,4,0.0500,0.565757,0.069757,0.190000,5.264,2026-01-31T03:13:08.596084
adult_swap,PNKDIF_noMLP,456,30162,5,4,0.0500,0.559019,0.068662,0.190000,3.812,2026-01-31T03:13:12.427045
adult_swap,IF,789,30162,5,4,0.0500,0.503373,0.051644,0.070000,0.383,2026-01-31T03:13:13.105443
adult_swap,IF_concat,789,30162,5,4,0.0500,0.510378,0.051489,0.070000,0.355,2026-01-31T03:13:13.479704
adult_swap,DIF,789,30162,5,4,0.0500,0.503561,0.050768,0.050000,3.202,2026-01-31T03:13:16.697865
adult_swap,DIF_concat,789,30162,5,4,0.0500,0.516663,0.052278,0.020000,3.017,2026-01-31T03:13:19.734225
adult_swap,LOF,789,30162,5,4,0.0500,0.552693,0.060515,0.090000,6.771,2026-01-31T03:13:26.527787
adult_swap,QCAD,789,30162,5,4,0.0500,0.534412,0.058914,0.120000,4.824,2026-01-31T03:13:31.369270
adult_swap,ROCOD,789,30162,5,4,0.0500,0.529498,0.054591,0.050000,3.127,2026-01-31T03:13:34.514730
adult_swap,PNKDIF,789,30162,5,4,0.0500,0.560893,0.068321,0.190000,6.290,2026-01-31T03:13:40.819641
adult_swap,PNKDIF_uniform,789,30162,5,4,0.0500,0.560648,0.069115,0.220000,5.871,2026-01-31T03:13:46.708827
adult_swap,PNKDIF_noMLP,789,30162,5,4,0.0500,0.554390,0.065576,0.150000,2.648,2026-01-31T03:13:49.371171
adult_swap,IF,1011,30162,5,4,0.0500,0.490166,0.049698,0.070000,0.284,2026-01-31T03:13:49.866523
adult_swap,IF_concat,1011,30162,5,4,0.0500,0.497588,0.050369,0.070000,0.276,2026-01-31T03:13:50.155962
adult_swap,DIF,1011,30162,5,4,0.0500,0.488060,0.049310,0.060000,2.090,2026-01-31T03:13:52.260221
adult_swap,DIF_concat,1011,30162,5,4,0.0500,0.504219,0.050954,0.040000,2.705,2026-01-31T03:13:54.985216
adult_swap,LOF,1011,30162,5,4,0.0500,0.569060,0.065333,0.060000,5.700,2026-01-31T03:14:00.702081
adult_swap,QCAD,1011,30162,5,4,0.0500,0.546617,0.064231,0.140000,3.749,2026-01-31T03:14:04.463202
adult_swap,ROCOD,1011,30162,5,4,0.0500,0.518728,0.052311,0.040000,2.413,2026-01-31T03:14:06.889331
adult_swap,PNKDIF,1011,30162,5,4,0.0500,0.554731,0.065551,0.160000,4.425,2026-01-31T03:14:11.329169
adult_swap,PNKDIF_uniform,1011,30162,5,4,0.0500,0.553658,0.065743,0.160000,4.339,2026-01-31T03:14:15.683636
adult_swap,PNKDIF_noMLP,1011,30162,5,4,0.0500,0.541570,0.063067,0.200000,2.651,2026-01-31T03:14:18.348384
bank_original,IF,42,30488,7,9,0.1266,0.831551,0.431467,0.650000,0.244,2026-01-31T03:14:19.348819
bank_original,IF_concat,42,30488,7,9,0.1266,0.781724,0.390658,0.670000,0.273,2026-01-31T03:14:19.634597
bank_original,DIF,42,30488,7,9,0.1266,0.848793,0.383322,0.260000,2.042,2026-01-31T03:14:21.691473
bank_original,DIF_concat,42,30488,7,9,0.1266,0.808617,0.365768,0.180000,2.087,2026-01-31T03:14:23.792816
bank_original,LOF,42,30488,7,9,0.1266,0.608771,0.170788,0.260000,0.820,2026-01-31T03:14:24.629563
bank_original,QCAD,42,30488,7,9,0.1266,0.582721,0.173666,0.350000,4.634,2026-01-31T03:14:29.276128
bank_original,ROCOD,42,30488,7,9,0.1266,0.747845,0.321542,0.490000,3.343,2026-01-31T03:14:32.633253
bank_original,PNKDIF,42,30488,7,9,0.1266,0.827584,0.372284,0.430000,5.088,2026-01-31T03:14:37.734806
bank_original,PNKDIF_uniform,42,30488,7,9,0.1266,0.818281,0.345654,0.290000,4.935,2026-01-31T03:14:42.683568
bank_original,PNKDIF_noMLP,42,30488,7,9,0.1266,0.826473,0.404786,0.610000,3.307,2026-01-31T03:14:46.004590
bank_original,IF,123,30488,7,9,0.1266,0.828715,0.427671,0.690000,0.271,2026-01-31T03:14:46.404930
bank_original,IF_concat,123,30488,7,9,0.1266,0.801391,0.402710,0.750000,0.280,2026-01-31T03:14:46.698591
bank_original,DIF,123,30488,7,9,0.1266,0.849299,0.394092,0.240000,2.035,2026-01-31T03:14:48.746940
bank_original,DIF_concat,123,30488,7,9,0.1266,0.781762,0.360035,0.340000,2.100,2026-01-31T03:14:50.860390
bank_original,LOF,123,30488,7,9,0.1266,0.608771,0.170788,0.260000,0.846,2026-01-31T03:14:51.725035
bank_original,QCAD,123,30488,7,9,0.1266,0.582721,0.173666,0.350000,4.614,2026-01-31T03:14:56.354380
bank_original,ROCOD,123,30488,7,9,0.1266,0.747845,0.321542,0.490000,3.361,2026-01-31T03:14:59.728893
bank_original,PNKDIF,123,30488,7,9,0.1266,0.833411,0.370468,0.360000,5.180,2026-01-31T03:15:04.923461
bank_original,PNKDIF_uniform,123,30488,7,9,0.1266,0.808635,0.344807,0.380000,4.991,2026-01-31T03:15:09.929027
bank_original,PNKDIF_noMLP,123,30488,7,9,0.1266,0.820328,0.407286,0.650000,3.352,2026-01-31T03:15:13.295254
bank_original,IF,456,30488,7,9,0.1266,0.848460,0.449566,0.650000,0.251,2026-01-31T03:15:13.675433
bank_original,IF_concat,456,30488,7,9,0.1266,0.797110,0.393159,0.720000,0.289,2026-01-31T03:15:13.977640
bank_original,DIF,456,30488,7,9,0.1266,0.849471,0.402464,0.280000,2.065,2026-01-31T03:15:16.056088
bank_original,DIF_concat,456,30488,7,9,0.1266,0.798099,0.361427,0.240000,2.138,2026-01-31T03:15:18.207828
bank_original,LOF,456,30488,7,9,0.1266,0.608771,0.170788,0.260000,0.843,2026-01-31T03:15:19.071355
bank_original,QCAD,456,30488,7,9,0.1266,0.582721,0.173666,0.350000,4.883,2026-01-31T03:15:23.968475
bank_original,ROCOD,456,30488,7,9,0.1266,0.747845,0.321542,0.490000,4.402,2026-01-31T03:15:28.383400
bank_original,PNKDIF,456,30488,7,9,0.1266,0.839857,0.381548,0.390000,5.715,2026-01-31T03:15:34.112675
bank_original,PNKDIF_uniform,456,30488,7,9,0.1266,0.825604,0.364730,0.480000,5.096,2026-01-31T03:15:39.222867
bank_original,PNKDIF_noMLP,456,30488,7,9,0.1266,0.839363,0.425037,0.630000,4.386,2026-01-31T03:15:43.628894
bank_original,IF,789,30488,7,9,0.1266,0.833600,0.417136,0.600000,0.415,2026-01-31T03:15:44.258086
bank_original,IF_concat,789,30488,7,9,0.1266,0.804624,0.413971,0.730000,0.460,2026-01-31T03:15:44.738047
bank_original,DIF,789,30488,7,9,0.1266,0.819255,0.368905,0.210000,3.200,2026-01-31T03:15:47.957577
bank_original,DIF_concat,789,30488,7,9,0.1266,0.794714,0.358803,0.240000,2.393,2026-01-31T03:15:50.366515
bank_original,LOF,789,30488,7,9,0.1266,0.608771,0.170788,0.260000,0.861,2026-01-31T03:15:51.246630
bank_original,QCAD,789,30488,7,9,0.1266,0.582721,0.173666,0.350000,5.799,2026-01-31T03:15:57.058673
bank_original,ROCOD,789,30488,7,9,0.1266,0.747845,0.321542,0.490000,3.406,2026-01-31T03:16:00.477536
bank_original,PNKDIF,789,30488,7,9,0.1266,0.814118,0.345084,0.270000,5.172,2026-01-31T03:16:05.663670
bank_original,PNKDIF_uniform,789,30488,7,9,0.1266,0.809888,0.349441,0.400000,5.006,2026-01-31T03:16:10.684332
bank_original,PNKDIF_noMLP,789,30488,7,9,0.1266,0.822500,0.406958,0.710000,3.345,2026-01-31T03:16:14.043852
bank_original,IF,1011,30488,7,9,0.1266,0.836555,0.440485,0.640000,0.254,2026-01-31T03:16:14.428248
bank_original,IF_concat,1011,30488,7,9,0.1266,0.812488,0.421887,0.710000,0.289,2026-01-31T03:16:14.731317
bank_original,DIF,1011,30488,7,9,0.1266,0.855418,0.409082,0.270000,2.113,2026-01-31T03:16:16.857765
bank_original,DIF_concat,1011,30488,7,9,0.1266,0.781696,0.345643,0.250000,2.196,2026-01-31T03:16:19.068195
bank_original,LOF,1011,30488,7,9,0.1266,0.608771,0.170788,0.260000,0.872,2026-01-31T03:16:19.961091
bank_original,QCAD,1011,30488,7,9,0.1266,0.582721,0.173666,0.350000,4.820,2026-01-31T03:16:24.794667
bank_original,ROCOD,1011,30488,7,9,0.1266,0.747845,0.321542,0.490000,3.415,2026-01-31T03:16:28.222431
bank_original,PNKDIF,1011,30488,7,9,0.1266,0.812965,0.349370,0.400000,5.506,2026-01-31T03:16:33.743256
bank_original,PNKDIF_uniform,1011,30488,7,9,0.1266,0.827802,0.372677,0.430000,5.026,2026-01-31T03:16:38.784865
bank_original,PNKDIF_noMLP,1011,30488,7,9,0.1266,0.828691,0.405168,0.630000,3.390,2026-01-31T03:16:42.189160
bank_shift,IF,42,30488,7,9,0.0500,0.998662,0.981501,1.000000,0.308,2026-01-31T03:16:42.827413
bank_shift,IF_concat,42,30488,7,9,0.0500,0.994589,0.927763,1.000000,0.343,2026-01-31T03:16:43.185823
bank_shift,DIF,42,30488,7,9,0.0500,0.996490,0.903703,0.920000,2.433,2026-01-31T03:16:45.634066
bank_shift,DIF_concat,42,30488,7,9,0.0500,0.995142,0.855222,0.770000,2.538,2026-01-31T03:16:48.188336
bank_shift,LOF,42,30488,7,9,0.0500,0.884360,0.588395,0.970000,0.941,2026-01-31T03:16:49.148491
bank_shift,QCAD,42,30488,7,9,0.0500,0.998278,0.989289,1.000000,4.977,2026-01-31T03:16:54.139060
bank_shift,ROCOD,42,30488,7,9,0.0500,0.935792,0.324191,0.480000,3.450,2026-01-31T03:16:57.602733
bank_shift,PNKDIF,42,30488,7,9,0.0500,0.996101,0.896092,0.910000,6.392,2026-01-31T03:17:04.013802
bank_shift,PNKDIF_uniform,42,30488,7,9,0.0500,0.996205,0.895652,0.890000,6.776,2026-01-31T03:17:10.808630
bank_shift,PNKDIF_noMLP,42,30488,7,9,0.0500,0.998592,0.973465,0.990000,4.699,2026-01-31T03:17:15.529611
bank_shift,IF,123,30488,7,9,0.0500,0.998948,0.986427,1.000000,0.371,2026-01-31T03:17:16.429346
bank_shift,IF_concat,123,30488,7,9,0.0500,0.993467,0.910831,1.000000,0.401,2026-01-31T03:17:16.850128
bank_shift,DIF,123,30488,7,9,0.0500,0.995730,0.874743,0.860000,2.749,2026-01-31T03:17:19.615285
bank_shift,DIF_concat,123,30488,7,9,0.0500,0.996146,0.900418,0.910000,2.967,2026-01-31T03:17:22.596096
bank_shift,LOF,123,30488,7,9,0.0500,0.888910,0.589048,0.970000,1.001,2026-01-31T03:17:23.617357
bank_shift,QCAD,123,30488,7,9,0.0500,0.998716,0.990080,1.000000,6.902,2026-01-31T03:17:30.537028
bank_shift,ROCOD,123,30488,7,9,0.0500,0.936019,0.323057,0.470000,4.671,2026-01-31T03:17:35.222940
bank_shift,PNKDIF,123,30488,7,9,0.0500,0.995107,0.853477,0.800000,7.361,2026-01-31T03:17:42.602257
bank_shift,PNKDIF_uniform,123,30488,7,9,0.0500,0.995933,0.878788,0.850000,6.950,2026-01-31T03:17:49.570956
bank_shift,PNKDIF_noMLP,123,30488,7,9,0.0500,0.998990,0.981847,1.000000,4.274,2026-01-31T03:17:53.858769
bank_shift,IF,456,30488,7,9,0.0500,0.998967,0.985731,1.000000,0.238,2026-01-31T03:17:54.406305
bank_shift,IF_concat,456,30488,7,9,0.0500,0.994934,0.935969,1.000000,0.281,2026-01-31T03:17:54.699799
bank_shift,DIF,456,30488,7,9,0.0500,0.996552,0.904428,0.890000,1.938,2026-01-31T03:17:56.650759
bank_shift,DIF_concat,456,30488,7,9,0.0500,0.993060,0.811074,0.750000,2.006,2026-01-31T03:17:58.669090
